LocationID,Location,2020,Percent,CumPercent
344,"China, Hong Kong SAR",7547.651999999999,0.0009682084700886465,0.9696988752412032
418,Lao People's Democratic Republic,7164.821999999999,0.0009190992572362209,0.9706179744984395
600,Paraguay,7066.33,0.0009064647599599857,0.9715244392583995
100,Bulgaria,6940.526999999999,0.0008903268232662216,0.9724147660816657
434,Libya,6662.173000000001,0.0008546197317782921,0.9732693858134439
222,El Salvador,6479.066,0.000831130870827559,0.9741005166842714
558,Nicaragua,6416.568,0.0008231136632292754,0.9749236303475007
417,Kyrgyzstan,6301.718000000001,0.0008083807710941213,0.9757320111185949
795,Turkmenistan,6031.195,0.0007736782357952241,0.9765056893543901
422,Lebanon,6019.795,0.0007722158503329625,0.977277905204723
702,Singapore,5935.053000000001,0.0007613451951712974,0.9780392503998944
208,Denmark,5796.8,0.0007436101796174316,0.9787828605795118
178,Congo,5686.9169999999995,0.0007295144513937733,0.9795123750309056
246,Finland,5580.1269999999995,0.0007158154914363233,0.9802281905223419
703,Slovakia,5451.4,0.0006993024656994318,0.9809274929880413
578,Norway,5449.693,0.0006990834927183722,0.9816265764807597
232,Eritrea,5432.215999999999,0.0006968415531811836,0.9823234180339409
275,State of Palestine,5322.629,0.0006827837956677736,0.9830062018296086
512,Oman,5149.7,0.000660600562720102,0.9836668023923287
430,Liberia,5103.853,0.0006547193358527062,0.9843215217281814
188,Costa Rica,5044.179,0.0006470643893548986,0.9849685861175363
140,Central African Republic,4920.889,0.0006312488188599647,0.9855998349363964
372,Ireland,4887.992,0.0006270288105659276,0.9862268637469623
554,New Zealand,4834.42,0.0006201566251287096,0.986847020372091
478,Mauritania,4783.767,0.0006136588873374865,0.9874606792594285
414,Kuwait,4302.875,0.0005519703373622267,0.9880126495967907
591,Panama,4289.33,0.0005502327925300921,0.9885628823893208
191,Croatia,4115.947,0.0005279913207227831,0.9890908737100436
498,Republic of Moldova,4017.687,0.0005153865842734991,0.9896062602943171
268,Georgia,3898.5290000000005,0.0005001010643689218,0.990106361358686
630,Puerto Rico,3650.6079999999997,0.0004682979006680984,0.9905746592593541
70,Bosnia and Herzegovina,3498.21,0.0004487483726261895,0.9910234076319803
858,Uruguay,3494.387,0.00044825796037862583,0.9914716655923589
496,Mongolia,3209.4040000000005,0.00041170050457233365,0.9918833660969312
8,Albania,2942.034,0.0003774024343052358,0.9922607685312365
51,Armenia,2938.679,0.0003769720568292807,0.9926377405880658
388,Jamaica,2913.16,0.0003736984941440652,0.9930114390822098
440,Lithuania,2852.478,0.0003659142419843314,0.9933773533241941
634,Qatar,2791.8070000000002,0.00035813140089828926,0.9937354847250923
516,Namibia,2696.5370000000003,0.00034591021993428275,0.9940813949450266
72,Botswana,2415.766,0.0003098930770724683,0.9943912880220991
426,Lesotho,2322.217,0.00029789266500149274,0.9946891806871005
270,Gambia,2293.493,0.0002942079667542993,0.9949833886538548
266,Gabon,2151.2889999999998,0.00027596611918627597,0.9952593547730411
807,TFYR Macedonia,2088.035,0.0002678519323415477,0.9955272067053826
705,Slovenia,2082.055,0.0002670848213709929,0.9957942915267536
624,Guinea-Bissau,2000.694,0.0002566478789503722,0.996050939405704
428,Latvia,1892.993,0.0002428320564353679,0.9962937714621394
48,Bahrain,1697.765,0.00021778832055585647,0.9965115597826952
748,Swaziland,1439.295,0.0001846319371847349,0.99669619171988
226,Equatorial Guinea,1406.28,0.00018039679191836905,0.9968765885117984
626,Timor-Leste,1381.4,0.00017720519978669613,0.9970537937115851
780,Trinidad and Tobago,1377.729,0.00017673428601196255,0.997230527997597
233,Estonia,1300.559,0.00016683496266786283,0.9973973629602649
480,Mauritius,1274.114,0.00016344261323369519,0.9975608055734986
196,Cyprus,1207.343,0.0001548772676459165,0.9977156828411445
262,Djibouti,999.8989999999999,0.00012826647029210773,0.9978439493114366
242,Fiji,924.915,0.00011864756577436805,0.997962596877211
638,Réunion,896.5360000000001,0.00011500712392932198,0.9980776040011403
174,Comoros,869.6010000000001,0.00011155191757616241,0.9981891559187165
64,Bhutan,835.245,0.00010714474959884102,0.9982963006683153
328,Guyana,790.7819999999999,0.00010144106145774077,0.998397741729773
446,"China, Macao SAR",651.875,8.36221511589348e-05,0.998481363880932
90,Solomon Islands,647.297,8.303488794435286e-05,0.9985643987688764
499,Montenegro,629.3969999999999,8.073868620974892e-05,0.9986451374550861
442,Luxembourg,603.944,7.747358996668336e-05,0.9987226110450528
732,Western Sahara,597.339,7.662630435455718e-05,0.9987992373494073
740,Suriname,577.752,7.411369522742381e-05,0.9988733510446348
132,Cabo Verde,567.3480000000001,7.277907607397023e-05,0.9989461301207088
462,Maldives,458.909,5.886858334219844e-05,0.999004998704051
312,Guadeloupe,448.42699999999996,5.752395839347674e-05,0.9990625226624444
96,Brunei Darussalam,444.519,5.702264239465931e-05,0.9991195453048392
470,Malta,434.36300000000006,5.571983653898125e-05,0.9991752651413781
44,Bahamas,406.839,5.218907360360479e-05,0.9992274542149817
84,Belize,398.00699999999995,5.1056109708631496e-05,0.9992785103246904
474,Martinique,385.457,4.9446202905878474e-05,0.9993279565275963
352,Iceland,343.228,4.4029091003610926e-05,0.9993719856186
254,French Guiana,303.982,3.89946366306352e-05,0.9994109802552306
548,Vanuatu,293.934,3.770568495302066e-05,0.9994486859401835
258,French Polynesia,290.744,3.7296473582440404e-05,0.999485982413766
52,Barbados,287.568,3.688905812383135e-05,0.9995228714718898
540,New Caledonia,286.913,3.680503509946456e-05,0.9995596765069893
175,Mayotte,273.11,3.5034394175289255e-05,0.9995947109011646
678,Sao Tome and Principe,218.011,2.7966326053784137e-05,0.9996226772272183
882,Samoa,200.11700000000002,2.56708939957393e-05,0.9996483481212141
662,Saint Lucia,181.203,2.324461692264999e-05,0.9996715927381367
316,Guam,168.727,2.164420279745901e-05,0.9996932369409341
531,Curaçao,163.495,2.097304483793679e-05,0.9997142099857721
296,Kiribati,122.439,1.570640470297038e-05,0.999729916390475
776,Tonga,111.037,1.4243762681855637e-05,0.9997441601531569
670,Saint Vincent and the Grenadines,110.757,1.4207844442431665e-05,0.9997583679975993
308,Grenada,109.30799999999999,1.4021967553412608e-05,0.9997723899651527
583,Micronesia (Fed. States of),107.774,1.3825186913139848e-05,0.9997862151520659
533,Aruba,106.43799999999999,1.3653805599316895e-05,0.9997998689576653
28,Antigua and Barbuda,105.11,1.3483450520906057e-05,0.9998133524081861
850,United States Virgin Islands,104.85799999999999,1.3451124105424482e-05,0.9998268035322916
690,Seychelles,96.11200000000001,1.2329192241131415e-05,0.9998391327245327
833,Isle of Man,85.895,1.1018561340435979e-05,0.9998501512858732
20,Andorra,77.184,9.901119256070907e-06,0.9998600524051292
212,Dominica,75.05199999999999,9.627627518742663e-06,0.999869680032648
136,Cayman Islands,63.89,8.195772559991324e-06,0.9998778758052079
60,Bermuda,60.638999999999996,7.778736144393706e-06,0.9998856545413524
659,Saint Kitts and Nevis,56.813,7.287939058550432e-06,0.9998929424804109
304,Greenland,56.772,7.28267960206335e-06,0.999900225160013
16,American Samoa,55.799,7.157863720065047e-06,0.999907383023733
580,Northern Mariana Islands,55.347,7.099881419280636e-06,0.9999144829051523
584,Marshall Islands,53.251000000000005,6.831007741306902e-06,0.9999213139128936
234,Faeroe Islands,49.896,6.400630265351809e-06,0.999927714543159
534,Sint Maarten (Dutch part),41.364,5.3061501983327765e-06,0.9999330206933573
492,Monaco,39.297,5.040996623727954e-06,0.999938061689981
438,Liechtenstein,38.645,4.957358437640706e-06,0.9999430190484186
796,Turks and Caicos Islands,36.953,4.740309647978704e-06,0.9999477593580667
292,Gibraltar,35.0,4.489779927996499e-06,0.9999522491379946
674,San Marino,33.809,4.336999131018103e-06,0.9999565861371257
92,British Virgin Islands,32.634,4.186270804863936e-06,0.9999607724079306
585,Palau,22.441999999999997,2.878846889831355e-06,0.9999636512548205
184,Cook Islands,17.515,2.2468141553959625e-06,0.9999658980689758
660,Anguilla,15.283,1.9604944754163e-06,0.9999678585634513
876,Wallis and Futuna Islands,11.550999999999998,1.4817556556653587e-06,0.9999693403191069
798,Tuvalu,11.499,1.4750851254866213e-06,0.9999708154042324
520,Nauru,11.227,1.4401931214747627e-06,0.9999722555973538
666,Saint Pierre and Miquelon,6.407,8.218862856763877e-07,0.9999730774836395
500,Montserrat,5.242999999999999,6.725690332138755e-07,0.9999737500526727
654,Saint Helena,4.126,5.292809137975302e-07,0.9999742793335865
238,Falkland Islands (Malvinas),2.925,3.7521732255399313e-07,0.9999746545509091
570,Niue,1.632,2.0935202407115102e-07,0.9999748639029331
772,Tokelau,1.357,1.7407518177974997e-07,0.9999750379781149
336,Holy See,0.8009999999999999,1.0275182063786273e-07,0.9999751407299355
