,Index,Variant,Location,Country Code,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
178,51,High variant,Tunisia,788,2.3972,2.4617,2.4956,2.4442,2.4068,2.3819,2.3635,2.3502,2.3423,2.3377,2.3363,2.3344,2.3326,2.3326,2.3325,2.3337,2.3358
179,131,High variant,Turkey,792,2.2743,2.3425,2.3766,2.3263,2.2897,2.2674,2.2509,2.242,2.2392,2.2421,2.2442,2.2517,2.2568,2.2634,2.2688,2.275,2.2821
180,91,High variant,Turkmenistan,795,3.035,3.0136,2.9716,2.8541,2.7535,2.6661,2.5904,2.5282,2.4781,2.4372,2.4044,2.381,2.3636,2.3504,2.3406,2.3332,2.3297
181,31,High variant,Uganda,800,5.7059,5.4225,5.1158,4.7413,4.4054,4.1121,3.856,3.6381,3.4538,3.2969,3.1623,3.0442,2.9381,2.8439,2.7591,2.6832,2.6137
182,145,High variant,Ukraine,804,1.8072,2.01,2.1524,2.1865,2.2144,2.2367,2.255,2.2688,2.2808,2.2906,2.2975,2.3043,2.3096,2.3144,2.3169,2.3198,2.325
183,132,High variant,United Arab Emirates,784,1.975,2.0536,2.1123,2.0955,2.0956,2.108,2.1259,2.1463,2.165,2.1838,2.1995,2.2172,2.2294,2.2427,2.2531,2.2621,2.2705
184,157,High variant,United Kingdom,826,2.1208,2.2657,2.3624,2.3597,2.3591,2.3585,2.3576,2.3579,2.358,2.358,2.3586,2.3579,2.3574,2.358,2.3581,2.3574,2.3574
185,32,High variant,United Republic of Tanzania,834,5.1737,5.0234,4.8432,4.5818,4.3401,4.1281,3.9368,3.7673,3.6187,3.4822,3.3652,3.2571,3.1593,3.07,2.99,2.9131,2.8382
186,197,High variant,United States Virgin Islands,850,2.4366,2.4873,2.511,2.4532,2.4083,2.3775,2.3546,2.3401,2.33,2.3242,2.3203,2.3202,2.32,2.3197,2.3198,2.322,2.3237
187,223,High variant,United States of America,840,2.1364,2.2932,2.3986,2.4031,2.4062,2.4104,2.4119,2.4143,2.4159,2.4168,2.4182,2.4187,2.4207,2.4204,2.4204,2.4211,2.4192
188,219,High variant,Uruguay,858,2.2286,2.3339,2.3979,2.3669,2.3432,2.3267,2.3152,2.3061,2.3011,2.2999,2.3003,2.3003,2.3031,2.3051,2.3051,2.3093,2.3106
189,92,High variant,Uzbekistan,860,2.4944,2.5309,2.5391,2.4652,2.4047,2.3614,2.3264,2.3041,2.2896,2.2819,2.2761,2.2744,2.2768,2.2798,2.2824,2.2853,2.2892
190,233,High variant,Vanuatu,548,3.4718,3.455,3.4078,3.2802,3.1648,3.0616,2.9679,2.8816,2.8028,2.7272,2.6614,2.5981,2.5425,2.495,2.4571,2.4242,2.3978
191,220,High variant,Venezuela (Bolivarian Republic of),862,2.533,2.574,2.5813,2.4988,2.433,2.384,2.3443,2.3179,2.2993,2.2883,2.2823,2.2794,2.2787,2.2803,2.2811,2.2841,2.2882
192,114,High variant,Viet Nam,704,2.196,2.3335,2.4228,2.4158,2.4105,2.4064,2.4028,2.4003,2.3981,2.3967,2.3957,2.395,2.3934,2.3932,2.3929,2.3927,2.3916
193,52,High variant,Western Sahara,732,2.6649,2.6619,2.6363,2.532,2.4455,2.3811,2.3317,2.2993,2.2759,2.2643,2.2594,2.2575,2.26,2.2632,2.2683,2.2726,2.2782
194,133,High variant,Yemen,887,4.0872,3.8074,3.5663,3.2916,3.0581,2.8569,2.6853,2.5337,2.4111,2.3178,2.2482,2.2026,2.1786,2.1708,2.1744,2.1842,2.196
195,33,High variant,Zambia,894,5.1505,5.0254,4.8711,4.6385,4.4256,4.2335,4.0604,3.909,3.7635,3.637,3.5214,3.4162,3.3204,3.2299,3.1451,3.0648,2.9872
196,34,High variant,Zimbabwe,716,3.8755,3.7222,3.5737,3.3714,3.1956,3.0434,2.9105,2.7918,2.6904,2.598,2.5254,2.4684,2.4217,2.3895,2.3637,2.3464,2.3331
